repo	revision	tier	bytes	file_sha256	status	answer_sha256	skip
01-ai/Yi-34B	e1fa7c83283f2e1d5a12cb4adea37c3f829e28f8	quick	3560486	18da9ff3421e5c878bd223ce42316058c0bdf688c114aa57e469ed5b91b4c3bc	ok	9d884029493d59da6df3859c22efc0f37a755fa900be5545cc74da011bdfe3ce	-
5CD-AI/visobert-14gb-corpus	7d5ed039a28744157117d8907b31ac66fff09b13	full	1095541	85f93de7ed769a5f4050992d9e0637e53d17fbe0b8755379236d2459dca70b66	ok	622aaa426cadf65e046a5457b2ab06aa39bb777a45af91a1597c30ae08ed5140	-
aari1995/German_Semantic_STS_V2	22912542b0ec7a7ef369837e28ffe6352a27afc9	full	729314	e9182e8048a395773cfacf5b98919173166c8171c01b5a4cda5c1788eecc4316	ok	6f47df12983317f7297de47da12de95a42e7540f17ab6ef9bcfe7164910ab50a	-
AbelZimba/whisper-bemba-stt	684798370177f4332db4bc4895ff15d896e17603	full	3930494	7b469ff15eb7816315aa45eec391f5943d639b9d73d110f5c003df5192fd54e3	ok	811ed4029605260363df4433085ab43769ff8c0ea2fda23c88ffa2f1964deef1	-
adibvafa/CodonTransformer	9744dcc920d813066391fc828d7a590207f148e8	quick	4444	ed67da0846097c8ea4425c4b84fb31c18cbfb52fde30813109a0d8d32a40217b	ok	4c76684ef544a32a00341b00903ebe7d3c9205720f19593f52840b62ddc97420	-
ahmedrachid/FinancialBERT-Sentiment-Analysis	656931965473ec085d195680bd62687b140c038f	full	463953	780a924160bb718e8bb90bfc9077f6deb912b9b3f1c5a77c59aea29e223bc5f0	ok	48706bcf75d15d0ff7496bf980c4427a46f6c2c8e3e5fd3c6313391c33ce830a	-
ahujaniharika95/tinyroberta-squad2-finetuned-squad	f77b0bb37f9aa05439b0c8499e23183420743a81	full	2108856	e73f3dacd1e1b9b8a63420bfea3da522b3989946847feefcca400687897d8148	ok	b148ae47afaffc763e37b7897f4c8c1fb8af5c06737719eaa6d3c619890b9b78	-
ai-forever/FRIDA	850455b605544a944739b25f81ddf812b6e3d0d5	full	5592981	fad60ebecad875f146cac79ab7774047b9896a050bd6a1ed4362bfbdb0ffb503	ok	ea93538c4ce05132b9ec5ec85765d11b762d89193edd6384a7f0d19ad6a26422	-
ai-forever/ru-en-RoSBERTa	89fb1651989adbb1cfcfdedafd7d102951ad0555	full	5986394	831a3792acf9df1bfe54b3223737aa0292308998f557e716d358d88d0167b472	ok	92bc75af70b354450363836a4d3498439ab7e8d587662af326791b628d086755	-
ai-forever/sbert_large_nlu_ru	89deeaa197d9d146e5763ac1f5fe32bf66817126	full	3714602	fe9c4825b72936c65d0eed88ce38badf4e387846728109f499e25d592c6db61c	ok	c9473c08eb2f995eec7697aee012ba86058ec7d591367d23c350a385a65a7fc6	-
ai-sage/Giga-Embeddings-instruct	2cf0fdc97194aaedf10ac0e6bf798834acd31042	full	10728325	0ec0a1cffcc9192f5ee3d7b273673a062918055238bda3d23cfb6d2512e947ff	ok	4fa458238d6817d7ba770fd48aa33d632de6b87a451a36358115b1b88f3e4c38	-
ai21labs/Jamba-v0.1	9efd11575ba791d9e3d25d4c8b670e78506b2df7	full	4242082	168522c4bc2db021984eb9ec0534b2421adee443b7fc038ed2ff8c36e934096a	ok	662c15a3e18e966805dcd4ebbc5b454de7c687b2b220f0c4805fb483f4511082	-
akdeniz27/bert-base-turkish-cased-ner	99995f7d2be4b3a28c74f0d36ee97f8c04ee0571	full	497438	9fe651b08086b38c51e2dece708586ecaadc8b7ad876eba6a6cccbcb24a9f95a	ok	75fd6dfe84ea1424c84111c82b19cc7cafd95fbd4ed61fab8e5bc03381ff3722	-
albert/albert-base-v2	8e2f239c5f8a2c0f253781ca60135db913e5c80c	quick	1312669	6e2aa3d5ca4c6841bc36a5028179cb4d63c129931fa18fce38fdb38cec4d2ac3	ok	6b798a62547a68b1841ee33b51916762fb8297701e7b0c93478c1e3794058963	-
alexandrainst/scandi-nli-large	0dd119b11f28ce7cf780429ea4ca86e5c0faa7f9	full	1186843	469370463ae61ea43ecc415991a008e2417b33349f9091e44658cc4933d0b50c	ok	ed290ae8ec25c59fc50873ff3326642aaab9f1cdf12bab24c23fb9cbde6433c0	-
allenai/OLMo-2-0425-1B	a1847dff35000b4271fa70afc5db10fd29fedbdf	full	7137177	73fd5254624f39a88e3faac6a8e11300fc3c735ed37880d4f4f08db898eaecca	ok	454d8cc77de65fb556074b684296d186f63d0dc22196824056b98a8bb1e9df20	-
allenai/specter2_base	3447645e1def9117997203454fa4495937bfbd83	full	716830	fcd3fffca5d8fcc0d5863406f5f491293c1e4658ed503f424a30324b70533c0d	ok	3c46e2e65d92b537b9d8b38a35663ff4c703b5d88383f092bffad9deb1de28da	-
almanach/camembert-base	a75967561c78f2aa81cc41045378d3b4ee25af9e	full	1395301	94e041bf917a884207001cc0758f393b2cdcc4a6d24fdc8b2339a83dd47c9218	ok	18f1601c07a81ca7cc0b20210aea06706ef3d714e3b5fc7100d86c42caccb2e5	-
anas-awadalla/bert-tiny-finetuned-squad	a40bd3413dd077c303653a88626b66b73de0ee04	full	711661	88288f3bbc81d03d5cc31434d30f8bd3c80771c9875a75fa763d167a8e34889e	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
answerdotai/ModernBERT-base	8949b909ec900327062f0ebf497f51aef5e6f0c8	quick	2132967	9fd55248d51d33976b324fc11592e28071da7d41e0e9401dfb7082e30574b7b1	ok	1abf56beee98838db34420294505953c55e2f2a9fd2060c54ec078a9d6823c16	-
aubmindlab/bert-base-arabertv02	016fb9d6768f522a59c6e0d2d5d5d43a4e1bff60	full	2642362	d9797bf02285035bba059782638b8c0aa130b7c2ca2d5dc2c30327586b3c773d	ok	a9ff1f27f38711c13081b126accb4f64e38ed2ce9a92bcc1753affe72114dad4	-
aubmindlab/bert-base-arabertv2	97522efce17efa33036ac619802d5cec238dcad9	full	2306039	0ed16c2227882b6db87ce35947404b2b62b5d795ef2338781e944ba5d782fd08	ok	807b1f4f85f9e5ff1672464c760cccd1dcf07bc13864d46c1f0ee1014ad04833	-
Audio8/ARK-ASR-3B	1e28271b79edc97635783bea65abc89195a09ed3	full	11422866	bc63972a406328b950c3dea5f64994846a95e444609657d440f0f2ecc4721b32	ok	ebc9fda176829a0763975768800088d09be2320684e8709577c66799481dad2a	-
AungMoonLord/bert-log-anomaly-detection	9ece304f330c8fa08a9ba825fd3d1adcf746aaf6	full	711661	cb374d6bc042c22455946f4e09a89d29882a199fdaf8fb25be00dc8b8857a448	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
BAAI/bge-en-icl	971c7e1445cc86656ca0bd85ed770b8675a40bb5	full	1796320	1553b589b62de31b3a572262ceac59d6d9033f751c879a7f3670a454beb8a7d9	ok	e6e1c80376f0d74d7f3ac377d9a5b2f80fdf9d3a07e37f7b4f242c02af54a3ea	-
BAAI/bge-large-zh-v1.5	79e7739b6ab944e86d6171e44d24c997fc1e0116	full	439124	7dfbf1966ebf99d471c3796e9b457329d2b2182b817e144f1e904b957745c839	ok	49c3ad7eb418d4a38c6f118a66f4221501c1459fd195cbb6d69132652b5217cd	-
BAAI/bge-m3	5617a9f61b028005a4858fdac845db406aefb181	quick	17098108	21106b6d7dab2952c1d496fb21d5dc9db75c28ed361a05f5020bbba27810dd08	ok	d76165a55f6bc564b7bc2c625c43b0969767c8f339feb50c89adc3a812cdb104	-
BAAI/bge-reranker-v2-minicpm-layerwise	47b5332b296c4d8cb6ee2c60502cc62a0d708881	full	6202715	42f73d01995bd71c88647b13ac696b36d84d5126d0c7cbaef6f8d872d5c97dff	ok	c328e07b80589ec89abbb283632d3a047876008bb2a13049233fdf5c3d50112b	-
BAAI/bge-small-en-v1.5	5c38ec7c405ec4b44b94cc5a9bb96e735b38267a	quick	711396	d241a60d5e8f04cc1b2b3e9ef7a4921b27bf526d9f6050ab90f9267a1f9e5c66	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
BAAI/bge-small-zh-v1.5	7999e1d3359715c523056ef9478215996d62a620	full	439125	48cea5d44424912a6fd1ea647bf4fe50b55ab8b1e5879c3275f80e339e8fae26	ok	501bec70358bed61b85dc07cc0999a8b349d2fbbe1765a4898f32f699db97640	-
BAAI/llm-embedder	c3e8ac86ff4859012570d6b59341fe67b88e55ad	full	711649	851ca67100d372ca3ae031a6abd168f53489eebfd7d89523f35c5c9b4d372c3c	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
Babelscape/wikineural-multilingual-ner	bed6ee7a45d2827b6c90a4fd7983f0241ae0a5c1	full	1961898	511a5c79d1bf8fa398ca411a9ca9b57285e5d77ed3950a4f94751f3951f46966	ok	0d833174ceb4196a1b305ea666e42259b94d9a64373c43847eef0e8a60de584a	-
batterydata/batterybert-cased-squad-v1	f420944bc55b1d1d81112df9ca8609c33578693a	full	435982	a96db3ea2d6d51323d062d08cd702b56c062aa9da46ac90b208442c29aa2a7f4	ok	23914830035d2321f270318b6677362303ccdafbf3c7debfb563b7d0ba18afc5	-
bespokelabs/Bespoke-MiniCheck-7B	1ed7786bcda3fa1dc35f7c4ed9e3f36b785d33b8	full	5789884	ebe05e4502ecafdd74cc7604fe5bf5bacfd8aec0395fad8b5537e2fdd5111f2a	ok	9bd5194c70ab820ee356af2db31be281d9612c4ca480e164919984fc5dbcf765	-
bhadresh-savani/bert-base-uncased-emotion	04e32b0ce2cd9c6cc36daffabeda36857058da63	full	466248	8bda42804d6482ceb0ff022760f15e8e7eea7367062e9bbc48d05ffee1eb873e	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
biohub/ESMC-6B	45b0fa5d7fb06faefbd5e3b89bdcef35d564e79a	quick	2879	8d3447b278176e65fb3ef0224472927bf5fee3be46ea2bd77fad0111423cee1f	ok	7c80e59c94f1bc13f5690bef055ae310729ff1e99c1ddabe0d8d6f448251a1b5	-
boboliu/Qwen3-Embedding-4B-W4A16-G128	9da6cb71a6870e7400988f01ad95d326e8c98097	full	11423046	dbc7d8c84cd6c1f8d5f5fb73da0619a4128634ec7d22999dfd711e32036ac48a	ok	2c24a527126adbf149b5a9c7dc783ccb688afe268b1c2b040c0246245b392247	-
boboliu/Qwen3-Reranker-4B-W4A16-G128	84d3701aa6a3a7e581389c666ec340f91e7936c6	full	11422753	5cfec206b0dee9530742d15be2542677101c7c8e7bf68c20c4e5178e0e30a58a	ok	b2cb108c603ebdc73605fb1dcac2c2a375bc74086b69d8927c5a9f1ae04f86d6	-
ByteDance-Seed/Seed-X-PPO-7B	6ef78fc034ec86c0036d7a7ca2bfc24607f48050	full	2853156	35e68fc21e58581cff0ff98d9ca54fccbd8d0f0dd72c05a5bca8510eaf072ee1	ok	4a2b1c7af04dea458295f8b7adecf7c50f84bf08a8646a20afb98311a74b6e24	-
ccdv/lsg-bart-base-4096-arxiv	82ef60533e8c50906d8047fa794b9210edc3f6f9	full	2108812	9526f2d61678fd2824d84023d9ca00b27f8056e773affdd33b3225cd18e137ec	ok	b148ae47afaffc763e37b7897f4c8c1fb8af5c06737719eaa6d3c619890b9b78	-
Chain-GPT/Solidity-LLM	06a8d62b138a88c7bdae013b57a3b1b05ceb8d63	full	3564952	427eb3f053e964b800abf442a9da36464018bf26cf107ea6809d01bac7ce8860	ok	0282f0371e751b6dd0f1e5d9a0185d7a562b42366dfb5756ac7e0755e0d6a7ec	-
chuhac/BiomedCLIP-vit-bert-hf	c44fed22e30460c0ea1b033a41b68fdab375d64c	full	679168	defc1f91456606e7847af3a2fb4a8abb96441423aa5407a52498395ea68327ff	ok	13be4c1a12f5cff32cb7f22a12c7779b89f732a57356f47541ca47eba5ec7378	-
circulus/koelectra-polite-v1	46a101d9780b90bfb1755fcc89bc06b0ea46f806	full	815115	c34933093b6d985e2418bef0d88f927ddbda4694616b56d5f9220991073f6e5d	ok	df517ae25c55e37c3e23fd9f2198cc9535033c0c7ca2bf7cfc026fae5b52498e	-
climatebert/distilroberta-base-climate-f	e7dd6bb67b16f5dbfb940f7b27ab89d2f289a318	full	2151871	acea8017e31bdc0763db081d17f59722e1329cbf38872139031ca4947a6d9fe3	ok	f100c455499d0f0d61efd3ed4331df25511dfb45702bc501381950149f663ba4	-
cnicu/t5-small-booksum	0169a67dc4873b529ca3612bdc9d79365632816a	full	2422193	56a048cce1b067dd8d2d04c648aa5586adcd4a140f00c6cb7b99a214a1892ab9	ok	ac9567378d9bd13ea8d4c5ed3570e3c23b7f9b1d57ad5b9096996ce56b82e47f	-
cointegrated/rubert-base-cased-nli-threeway	920cbb52ef830e94461bf141ec2119979b6049e2	full	2616089	87324d830e3657cd9a651e28be9f1b9aff85dc9969ef0b88ab53e350decceb6e	ok	bdd726b99b8ffcfef13e24aac605e12a415ff6cadf75302cb2c7baa6bc7c6a5a	-
cointegrated/rubert-tiny	5441c5ea8026d4f6d7505ec004845409f1259fb1	full	468145	b177f8e2180f8c6e966217bafa371a76523c1d079a1a83e089ffcb2296845231	ok	26e8e9f0ef878c01b0d264090bdbd0f6621a9711f2431e73d35a781288eb8bf6	-
cointegrated/rubert-tiny-toxicity	5d37eff844868e243467e4c38898bad46c271af2	full	468029	04432fdeb8050b81e982d9297bb99965795f8cafb70691ef549c878cc7e769de	ok	26e8e9f0ef878c01b0d264090bdbd0f6621a9711f2431e73d35a781288eb8bf6	-
cointegrated/rubert-tiny2	e8ed3b0c8bbf4fb6984c3de043bf7d2f4e5969ae	full	1741842	45cc9f974145661db6bc020795839d1dc371adc19a9c78b910393209b4fe5efc	ok	6da2d3baf690cba15d969ea381dacfe46b54ce789cf2a974ba1f055f3143e654	-
cross-encoder/nli-deberta-base	f375a3f8bdba5a9ea9489179fe2f7b7d69c00b76	quick	1356443	d2f5a338ad1bccc819cc802efe5752a9045c7500d87e0cd9c699027740b03b54	ok	9b50b225c178392368912366d62442d20d8f4ba56b55c0f9f75682248519b207	-
cross-encoder/nli-distilroberta-base	b14d131f9d32668a5e6a982729b57ff6ed5dfcbd	full	3558642	2bb1a22cfbe25b8e5a232b7fc4d7fc5073923b45724a5f813b00811bb6620f66	ok	b148ae47afaffc763e37b7897f4c8c1fb8af5c06737719eaa6d3c619890b9b78	-
d0rj/rut5-base-summ	118f9052c668b37cf07d3c1839d4416f8972821a	full	2635677	5b9d0aff7413e7b07188e955c11543264cd7b714750304716714adb580fd5932	ok	8d050bee0784e3a1a7ae00c9140ec6adcf12511e837492deaac7c12b57119a24	-
daekeun-ml/koelectra-small-v3-nsmc	d1c0233fc013ae8bd879d7b61f2bec69aa3af4c9	full	533711	db6f152b710372fb53b07d27aa7665ff1a2efb308250b69373530caf5da0b9f2	ok	df517ae25c55e37c3e23fd9f2198cc9535033c0c7ca2bf7cfc026fae5b52498e	-
dascim/juribert-base	735b7d1dffc4bd93b78dac1aff6bff448e70c06c	full	1444704	35bb0fecd672454d62b940726ab1e6b403d5951c698de4956e66fc6d2eb32022	ok	7bf9302ba5c074a6a963a494ead985b05aaa9ac8ee9baf32a55f3c7ddd616968	-
datalab-to/surya-ocr-2	3b3d4cdf88d6928b0acdc75181b13206ea67c4a3	quick	1656690	7ecfe936390e39869c683e451974eb11d8c2d9057c42e68cd715098884809c05	ok	9e614719360ed7a069d39904bd200b6e50497c0d68847e676f2ef9c88e4d8a48	-
dccuchile/bert-base-spanish-wwm-cased	c4d86612f51b4f46759c8390d1798c2febe71b93	full	480199	ea7a58026720ba45a8a401d9f86bbe8337f2725d3b02d3a1011305c46cbbd9cd	ok	3b7075d79735ff4869a84f90ea0a13cd88e97e34b2b6bf7340b9cf6a46423357	-
dccuchile/bert-base-spanish-wwm-uncased	d1c9c4565c9d6731e57ed7f027b802697bad861e	full	486125	ff36242d47f9721d0279969b0337693ffa891ee264bc1fc67af70caee9a1f619	ok	c64278009c89a8ece140f2c2609832cef0163aedcee56fbccb2a42fdf6af9d19	-
DeepChem/ChemBERTa-77M-MLM	ed8a5374f2024ec8da53760af91a33fb8f6a15ff	quick	8262	1197005224bc8917f46f8d6fc360aec71c6626858966e167b2ff8af62214f814	ok	d5686a4bdcaedaeb9d690d97445bce666ef34caa1ed79c4a9620c0517748ca69	-
deepseek-ai/DeepSeek-OCR	9f30c71f441d010e5429c532364a86705536c53a	full	9979544	a02f8fd5228c90256bb4f6554c34a579d48f909e5beb232dc4afad870b55a8b4	ok	14b2a1d82975f6307f0e8d5d3fe48e19a8903fff975b3b8085e72530f002e1b6	-
deepseek-ai/DeepSeek-R1	56d4cbbb4d29f4355bab4b9a39ccb717a14ad5ad	quick	7847602	ecb6f9fc369894346f0511f4074ca75cee5cd5f3b06d02f1ba35fcd39f8e121d	ok	81a49bae6302b2b499572622e2db7f03269cdfcebb0217728e62eb90a82cdd3a	-
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B	6e8885a6ff5c1dc5201574c8fd700323f23c25fa	full	7032822	47d3a3ffb1ff38eb6a22f8a2d207306bfa3ea2499ff70df4baeaa559bf7453c7	ok	4e37d56334e144e7d69184091ce7967892d36dd89495d927cb989ed93e3a9dbf	-
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B	711ad2ea6aa40cfca18895e8aca02ab92df1a746	full	7031660	88145e3c3249adc2546ede277e9819d6e405e19072456e4b521cbc724bd60773	ok	a309c9b5cf7bd7218d9f5b15b15a47de7bf72f9bda05e611a2783ab09fb3ae6b	-
deepseek-ai/DeepSeek-V3-0324	e9b33add76883f293d6bf61f6bd89b497e80e335	full	7847652	621ac2e32d0dba658404412318818aaa8ce8cda492e59830109d8da6b517fb41	ok	e3ad2033931967fc13b1adc7af91b252a029e9defb2a70ff5c008065bde93f48	-
deepseek-ai/DeepSeek-V3.2	a7e62ac04ecb2c0a54d736dc46601c5606cf10a6	full	7847502	cd050be35cae877f8f0aa847f45aa87e23835a56ca32b29b28545597852784e5	ok	81a49bae6302b2b499572622e2db7f03269cdfcebb0217728e62eb90a82cdd3a	-
deepseek-ai/DeepSeek-V4-Flash-0731	7872f01b1d1fe23eabc4c98b48bffcef5a386062	full	6367146	8f9f37ca37fdc4f5fd36d5cf4d3b0e8392edb4e894fd10cc0d70b4957c8633cf	ok	3df6a67245ad33d9ab508b58b740026ee7aa2b11a821a7a21206b350503e9060	-
deepset/deberta-v3-base-squad2	eea39c60cc305c2e4a9504f5ff117294bebb42db	full	8648791	7fb827d15550c884144bec6129b81d7ee7cc42c7181a678aa6b408c04a03d764	ok	71d3063c03d26252d58bd29098ba409262c70d89eaa8c99fc43e882ef57f34a5	-
deepvk/GeRaCl-USER2-base	12d8a9e1e12d044cf1206086986ffd372f7a6a8d	full	4753883	249098e6e66e4f9931b1b4afbfe3fba8552aa354b25e750ac9602f0eec50aee9	ok	997bc4491471ddabf43179073a2b1320ec959b00eb43d2a5da2ccf68deac9829	-
deepvk/RuModernBERT-base	797f7ff2a4c6e873525e7c3f0a2afb5746bd226f	full	4753266	c166ae391d765915521dce27bf940cc9c7bff5050260f652f9327a7df1b9cd56	ok	f90474ca8b041be54e8af81d80db083fe5f731d9d1c48488e577b05ab3a14bb8	-
deepvk/USER-bge-m3	0cc6cfe48e260fb0474c753087a69369e88709ae	quick	3327728	068d9f7ed9dd190a00a567e5f7750fdc591b93bc623072ac8050a303c25f5937	ok	644bd43e50fa58cd9df1290e0dce13866d446588fc6c05bfae8b35d883b77bce	-
deliciouscat/kf-deberta-base-cross-nli	a00e0933b1b9e00d5355195f7c7a8c968dd71040	full	3192185	cc4ee3f6ee7d13a3c7db144d3d5f1b4cb3876dd6135cfcde108eca7255779ae0	ok	a175c8f351f2b26b5caf23e642668d0915da5d59eadc10f16d1145030d157662	-
distil-whisper/distil-large-v2	97d2c8f9cae1b0f6c8fc2e173495ee4cedc05843	full	2481187	56633aee7338579d67d4ee85651f79f690c640d13a652465e5afbe79c437dfa8	ok	16ec5e3d53627e6de90ff2d9f08bce9dfb21650cc0ddd2c6a69db6ca4afc7baa	-
distil-whisper/distil-large-v3.5	728a7691f3ff1d3d971528d3203a6e9559165d41	full	2480645	b3c8202bbf06d8ee4232c5984baa563784ac4737e2e7fdc42fa180200d3cfcdb	ok	66dbc1ced8f424f68f0eb39618ca70f33d7b99bba246d41a008ed9288868b61f	-
distil-whisper/distil-medium.en	6e61418885eaf4d5cc9f64e508e80ac5b4c052b7	full	2405678	79eb6cded9fd5d31cc83def0bc5fc9b3afa4973df1da4c7fbc89c44adfa8fe32	ok	a9bcbc86b67ab2fcfe25f01ca97521179652bf0cd41451b17950dd6f2cd31e6f	-
distil-whisper/distil-small.en	9e4a67ca4569c30be43a3fe7fba1621e504f0093	full	2405466	c9c77688528c0509abbd41873edab16384b8f041531b1d3092ab4d1d83a02a50	ok	a9bcbc86b67ab2fcfe25f01ca97521179652bf0cd41451b17950dd6f2cd31e6f	-
distilbert/distilbert-base-german-cased	6f96562de9886779ce7d48810dff8f5c4afb6d0b	full	479086	ed5190ee9f25c1125844d2b63cf0d7267663981fc395e42e64e022ebdd31482e	ok	6f47df12983317f7297de47da12de95a42e7540f17ab6ef9bcfe7164910ab50a	-
distilbert/distilgpt2	2290a62682d06624634c1f46a6ad5be0f47f38aa	quick	1355256	8414cab924d8b9b33013f0d221c5862f365ee9be39c5c2bfae8a5a9e970478a6	ok	01dd967f5b99b3b6fd5279c40d9b33f98d3ea28eadfaeb07b03581d394864f25	-
dleemiller/finecat-nli-l	7044e25feac71402d3cfd183b690c20a57e0bc67	full	3583486	7d189efb4ce9b1d175def276e64afede2d1835adf0abd2c5888915b292a02abf	ok	1abf56beee98838db34420294505953c55e2f2a9fd2060c54ec078a9d6823c16	-
dlicari/Italian-Legal-BERT	1dfd1e43de31ecdbb5c075d0bac6c89ca951c486	full	474433	5a6f7db70259c4244d516b8b6030f0d62bd1d163fbd90cc69b1b02eab74cd724	ok	507145fa170fe12687c83529779b03cfbbc595728c6337f6405421f295ce43cb	-
DMetaSoul/Dmeta-embedding-zh	14e49db1dad087ecf9dec26d4f3a378422962c7f	full	439389	fe020a4c6284052a6487f75005e91662262981c52642513af25772669c278a1e	ok	49c3ad7eb418d4a38c6f118a66f4221501c1459fd195cbb6d69132652b5217cd	-
domenicrosati/t5-small-finetuned-contradiction	c50fd83ddf2a8e80962a24d556b5a8a79b943f70	full	2422192	6cfa9e227864e0d2d5a5d38dbe2f56a492802f2d413cd1ae017d5001dc6e4077	ok	ac9567378d9bd13ea8d4c5ed3570e3c23b7f9b1d57ad5b9096996ce56b82e47f	-
dphn/dolphin-2.9.1-yi-1.5-34b	0141cba238d0faad09bc240ea7af14c9ea5aec44	quick	3561234	f84c030851d762304b22886e5d1ee54ad921ff379c917fbac838582128a54c80	ok	025092490aa76a73acc462200f238a958a7fceff23279b819dd17fc6c5d3e4e1	-
dslim/distilbert-NER	dfa2838a127384aabb82ed7719e16dab84c42a2a	full	669021	cb26b43c98e8266ae3e99c2a583cf8315d73b33a17e6b20b4df7ff1f22392d34	ok	23914830035d2321f270318b6677362303ccdafbf3c7debfb563b7d0ba18afc5	-
EbanLee/kobart-summary-v3	cff33231c01ed86c7f08de5c05c597b7ef2f0bfc	quick	1049869	200cc9af2b1b515690d416d7a7362b654b75e76c56a255c33b7c78361d3f0595	ok	65a2109de7857aee15168b7bb167a14ed8d70e5a09355aa6a804a00a8bdb2b03	279
ehsanaghaei/SecureBERT	3a47918dd874e5c769efd152b51c5756a953fb67	full	1388414	43c574bf688567a873957056674f693e6c345a6c47ccc68f4b59b92a287e126f	ok	12e332de99417dd1faee1e5225568c8e35bf3e0d3502fc47cb433d25151e1b5b	-
EleutherAI/gpt-j-6b	47e169305d2e8376be1d31e765533382721b2cc1	quick	1373465	f758fc1ee05a0775387ad8fa3983fab0c40e4a05cf6b7aea00a29e696cd6205c	ok	01dd967f5b99b3b6fd5279c40d9b33f98d3ea28eadfaeb07b03581d394864f25	-
EleutherAI/pythia-160m	50f5173d932e8e61f858120bcb800b97af589f46	quick	2113710	c24618a1b3e6a38167beff1c72cffd126c3a66254347304b50547d12c5f25624	ok	7d129b5f7fdfa65fa2de57f308d82891664b6194fd6ba66aae68413fba078726	-
ElKulako/cryptobert	9e37c910fe87727cb842a9ac55c6388256fe0f15	full	2108586	783c7e86aedf79dd0aae603805c9591f397ca4475620b58f9a9b78151e2cfb7c	ok	b148ae47afaffc763e37b7897f4c8c1fb8af5c06737719eaa6d3c619890b9b78	-
Elron/bleurt-tiny-512	82430b75718a0647fc49b9216ccdd9f0b30dfa72	full	711396	ad3a0d445d3e88c2f679eb9d309cf0f6dd4e6325f559bb815490c935c57e0d24	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
emrecan/bert-base-turkish-cased-mean-nli-stsb-tr	6392c1ca4fee8f17a2376c235cb62a06e3e8b1ff	full	497553	903d98ede7f86afeeb73b74c895538b6032a885eb6f1b151dc24361fe676c65a	ok	75fd6dfe84ea1424c84111c82b19cc7cafd95fbd4ed61fab8e5bc03381ff3722	-
facebook/mbart-large-en-ro	3f6705eea8aef516fdbdbf3ec20f63a6a522a6ae	full	9099897	1068d2ae7ebef8ccd516bb54bbbb9537f85b282ce924854a41885cfbee0026b4	ok	9b50b10e72183704612affa9c964d5eaaa622efe0bcec1c6a8842636e7a5dcf6	-
facebook/xlm-roberta-xl	aa5d120255845efeebc9b7f42822a1dd0f9ece9d	full	9096733	c4482fa15ec41607c87337878945513713e7a02b268e42f687e88ce5fe5bd6f4	ok	d76165a55f6bc564b7bc2c625c43b0969767c8f339feb50c89adc3a812cdb104	-
FacebookAI/roberta-base	e2da8e2f811d1448a5b465c236feacd80ffbac7b	quick	1355863	847bbeab6174d66a88898f729d52fa8d355fafe1bea101cf960dd404581df70e	ok	b148ae47afaffc763e37b7897f4c8c1fb8af5c06737719eaa6d3c619890b9b78	-
FacebookAI/xlm-roberta-base	e73636d4f797dec63c3081bb6ed5c7b0bb3f2089	quick	9096718	a898ea75433890f6610f4e470b8ebeb0c21dce5c8dd61f892eb09eb5919d2e2c	ok	b080643cfe7878023373042c938a8d30b37f24baf3a627d6904f02a1f99686e6	-
faisalq/bert-base-arapoembert	13da1f7784e0a572df4639074041d9fd03bdb653	full	1307446	3c728908be194f0fadb625479f7b2ed36a6caabef8b59c9450a3a2d8f8c37faf	ok	927373da51f88f1ac4a1fe2038cd358c32447affb81c1f5ab43d9f57b4e5e247	-
Falconsai/intent_classification	630d0d4668170a2a64d8d80b04d9844415bd4367	full	711494	435667fab0c06c165b1283ecb422497c37124f2d6a35b2ac73dc876332fc9518	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
Falconsai/text_summarization	6e505f907968c4a9360773ff57885cdc6dca4bfd	full	2422193	aaffeff988a60bc16f86b7a13ac9adcdd584145be7ad18bd5db5c45b2d9afe9e	ok	ac9567378d9bd13ea8d4c5ed3570e3c23b7f9b1d57ad5b9096996ce56b82e47f	-
fastino/gliguard-LLMGuardrails-300M	fa88fefc9d2261075e038dd40716354b803a2cb4	full	8333952	3ad87d9ffe669147063e70850927dd2da90249e2acc5c8527f1eb65df467bcc8	ok	5fd4b3b26639b367a786e1fc4da4c3bb57a4a2f38db8200e1e354da454b1765e	-
FremyCompany/BioLORD-2023	167aab527b238a50ca65224e6319215d2ff4fc9f	full	711831	7b286b2f33574928f512b6756b3693930f6c31d0b6260c27c782524ff4c02e05	ok	dfd51e3627b48d72eb16efae87960b51b9d95510d7fdf0c6baa233fc009ffd82	-
