repo	revision	tier	bytes	file_sha256	status	answer_sha256	skip
vinai/phobert-base	01daacda68afe13d83023d16ec647239e344a1e6	full	3132320	70ca5afd1c45f0481a73372cc1c2b6dae7acf2f15931ba3c81e2ac044ffe63ef	ok	6737eefbdc64fb2939d78cd30656220a57b0319c8b188fd32d4889c7bac02fc8	-
w11wo/indonesian-roberta-base-posp-tagger	5067796360930a7b9c5e1d76e1ab2b8c6b4cd103	full	2128878	1e0165aebe9b7e21046ccb4c60f03bef2d3165f45c992ea17fe725f308aebad0	ok	979a13c8458396e25107c45a437cd5c6a7d1347bd99ea87bbf3add020062ae14	-
w11wo/indonesian-roberta-base-sentiment-classifier	ac452dcb0f4966130bba44f4ee0013bb5d52c282	full	1376141	4cae32a9b97d0215cbbf409b1996e541729405dfc13becf37fd3bd08b8ba8991	ok	20772a36a13cb0ba0627eb1265003d40d86b5eb879c9794aacdec82aebc810a0	-
Xenova/all-MiniLM-L6-v2	751bff37182d3f1213fa05d7196b954e230abad9	full	711661	da0e79933b9ed51798a3ae27893d3c5fa4a201126cef75586296df9b4d2c62a0	ok	d983633b736583742c3f2e8a47dbcc1682d547da3f11d4cc64a9b0e6d30bd5cf	-
Xenova/deberta-large-mnli-zero-cls	46b6348f3dccbd0bc662fb14c33a7026343e0d6d	full	2109611	5216072e1edc34a6a10f9fce4f63b54c828ebecffc5e40e24c0971a453b2a42b	ok	9b50b225c178392368912366d62442d20d8f4ba56b55c0f9f75682248519b207	-
Xenova/deberta-v3-base-tasksource-nli	b2f7405d6a3d25f3fcce84c5cdbd54eac6587578	full	8649056	fa89bd3f10b58dfd80d4d673771fb24a40386d53053e9dbb4a08976c069a00f1	ok	71d3063c03d26252d58bd29098ba409262c70d89eaa8c99fc43e882ef57f34a5	-
Xenova/distilbart-cnn-12-3	862c1979d7af2f9409c67cdaae9776bd83fe5488	full	2108618	9fd0a08dcfd626b8d7f5d11f2e7bfa444014484dec9ff0f1694df2c535b814fe	ok	b148ae47afaffc763e37b7897f4c8c1fb8af5c06737719eaa6d3c619890b9b78	-
Xenova/distilbert-base-cased-distilled-squad	bdbb0a5e9c617c3c7ea9f3cbaf2be3ad871bcd7d	full	668923	343989712a36cd8b253efeaf8baf6a08b9d2583f78e395e83832e8ee9f8d8ee1	ok	23914830035d2321f270318b6677362303ccdafbf3c7debfb563b7d0ba18afc5	-
Xenova/esm2_t6_8M_UR50D_sequence_classifier_v1	f0547133e32a80b224530b50432e48d7f79b2d9b	quick	7515	8d1569f7fac34fb26caeb333a56b0288556ce31b9565a2b9e44b6ef1d7dc0f41	ok	a8bcbf60e033a47572e1eb8b23b5cf59a1f1c0654d2fdf01cb8a8c493e4a6d09	-
Xenova/nli-deberta-base	c973fa59ba0e7cd5be74fc7d90b2e2c01fd96ced	full	2109864	d12b4c75bc0f77f875a7e57e5f231a23d4719edda6cefa62318feeb3095349d6	ok	9b50b225c178392368912366d62442d20d8f4ba56b55c0f9f75682248519b207	-
Xenova/nli-deberta-v3-xsmall	2a4f614a701367a02d51389039afc998faeda637	full	8656551	a86f883318afa11c8c10466f1bf4efaeb6ded28a52cbe57217a8fa0d0a2a87df	ok	71d3063c03d26252d58bd29098ba409262c70d89eaa8c99fc43e882ef57f34a5	-
Xenova/whisper-tiny.en	79fb389fc764e7c395bd330e9531d9d32ada7049	full	2128494	c6ee8f089220a5b1188f6426456772572671c6141ae007eecb83c6a8349f5deb	ok	a9bcbc86b67ab2fcfe25f01ca97521179652bf0cd41451b17950dd6f2cd31e6f	-
XiaomiMiMo/MiMo-V2.5-ASR	98641d537df521ac6df05f74090475694d9510b7	full	11423383	d91a78cce6441fd6855038f6764fc5f811ae949d9b89f43ac326cddfe91c66db	ok	ebc9fda176829a0763975768800088d09be2320684e8709577c66799481dad2a	-
Xieji-Li/MAKE	5efa1915f1d0128451ddd61242aad8475bfb8e1a	quick	3642035	43d4281659ce30b6aca2c7485944b3d73925bb7f87c7234daf3b6b094a6d618c	ok	88ea47341f7bddf3fc4b4b8480a80c9be1b11c4e22df048ea388dccf8907dcba	-
yikuan8/Clinical-Longformer	5e2ebe8f6e98d4751eaf71a8514e0edbe73989a2	full	1355881	33465117406b9007673e8ba283f7f1383d9b5094df947481af60eec94ed7d7bd	ok	b148ae47afaffc763e37b7897f4c8c1fb8af5c06737719eaa6d3c619890b9b78	-
Yuchen/muril-large-cased-hita-qa	2062749a61d49a49b1e1af224f6c7f41acd5f80c	full	4828963	3e96bdce8be537286dc60fc5e79b938b87afc999ea91f2ecb46622907f171de3	ok	17df7949b3d11fcd09db99ebf8702889fe498787b1b9a6b056593f39390ab3c4	-
zai-org/GLM-ASR-Nano-2512	61ba4e0b3309b6656edea3e93e419f7bd5c61957	full	6834995	6a3ea16b7964ccb586b8ef90b3044470c79a4a7b41968546347de3c04ed3b6eb	ok	58facbe2bb53d1acef2ce64f373f080765e6f9215422a823a87278fbd24a5d3c	-
zai-org/GLM-OCR	ca5d8b3e287e52589e37c28385d9655ee4372f9d	full	6838609	aa0fd058c73a5718bb191f6672dc16d122ee0147b20c123d1726514298f9968a	ok	9a81b1b508ba7c34aec860916a64f0eecab9120e154faf0b71a46349d7437981	-
